text,label
Thank you VP @lenirobredo!! Titindig po hanggang dulo!! #AngatBuhayLahat #LetLeniLead #AbanteBabae #LeniKikoAllTheWay2022 #LeniLiwanagSaDilim,Favor
"I am a woman, and I got the power. #AbanteBabae #MissUniversePhilippines2022",Favor
"The fact that I plan to leave my vote unshaded for governor, thank God I was there to witness how Rep. #SolAragones endorses VP Leni, I knew then and there. I have to support this lady. 🥹  #TanglawLagunaRally #abantebabae",Favor
"finally, the truth about senator @SenLeiladeLima has been revealed ! 5 years of imprisonment due to our corrupted justice system and duterte's doings.  she deserves justice so she can give us justice !  #FreeLeilaDeLima  #FreeLeilaNow #AbanteBabae",Favor
Vibing to these songs at this hour in our speaker.  #LeniRobredo #AbanteBabae  #LeniKiko2022 #LeniKikoAllTheWay  #LeniLiwanagSaDilim #IpanaloNa10To,Favor
Never invalidate a person's skills and ability just because she is SHE #AbanteBabae,Favor
"So many options,  but I chose pink. I, chose VP Leni Tobredo as my President  #AngatBuhayLahat  #AbanteBabae  #IpanaloNa10To",Favor
so happy that lot of my straight friends are switching from BBM to LENI after reading this. #SwitchToLeni #AbanteBabae #AngatBuhayLahat #LeniKiko2022 #IpanaloNa10ParaSaLahat,Favor
Your daughter...,Favor
"VP Leni is a woman of substance! She answered perfectly and thoughtfully in this interview. Even if this woman is brought down by insults and hate comments, she comes out stronger and better than ever.  #KayLeniTaloSiMarcos #AbanteBabae #10RobredoForPresident",Favor
"When it comes to my friends, I’m overprotective. But these girls are very independent, they don’t need anyone’s help in protecting theirselves and achieving their goals. So proud of these two great ladies for achieving and becoming the person they are now. #AbanteBabae",Favor
Girl boss. LENI ROBREDO,Favor
An effort to a better Philippines #LeniForPresident2022  #IpanaloNa10To  #AngatBuhayLahat  #AbanteBabae,Favor
Never in my wildest dreams that I found myself campaigning for a presidentiable. But this is the least I can do for my country. #AbanteBabae  #10RobredoForPresident  #IpanaloNa10ParaSaLahat,Favor
2022 IS THE YEAR OF FEMALES AND WE ARE ALL HERE FOR IT. #AbanteBabae,Favor
"I supported the right queens. MISS INTERNATIONAL 2016, Kylie Verzosa MISS UNIVERSE 2015, Pia Wurtzbach MISS UNIVERSE 2018, Catriona Gray  #AbanteBabae #LeniKiko2022 #QueensForLeni",Favor
The last man standing is a woman #unbotheredqueen #AbanteBabae,Favor
My parents just made the right decision.  From Mayor Isko to VP Leni  #10RobredoForPresident #LeniLiwanagSaDilim #AbanteBabae #KulayRosasAngBukas #LeniKikoAllTheWay #SaGobyernongTapatAngatBuhayLahat,Favor
Never did I ever expect 3 grown men to fear a woman. To tell someone with high credentials and accountability to withdraw? I can’t decide what or who the joke is — the person who said it or the question itself.   #LetLeniLead #LeniWithdraw #AbanteBabae #Cowards #iskowithdraw #Isko,Favor
"Been with her, still with her, and always #WithLeni  #LetLeniLead #LeniLiwanagSaDilim  #AbanteBabae",Favor
"No to Withdraw Leni, Yes to WE DRAW LENI  Artist for Leni  #10RobredoForPresident #LeniLiwanagSaDilim #AbanteBabae",Favor
Um. I've never been prouder to be a woman. This is HER story.  #AbanteBabae #LeniKikoAllTheWay,Favor
that’s right  #AbanteBabae,Favor
"“Be a hero, withdraw, Leni.” — Isko Moreno  WTF these men are so threatened by a woman. Pathetic",Favor
The real unbothered queens.  #10RobredoForPresident #LeniLiwanagSaDilim #LeniwanagSaDilim #AbanteBabae,Favor
THEY are what? DISGUSTING.  You can never put a GOOD WOMAN down. #LetLeniLead #AbanteBabae,Favor
"“There is something more dangerous in this world,  than a humiliated man…a woman” #switchToLeni #LeniLiwanagSaDilim #abantebabae",Favor
If Leni was a man she won't be getting any of your bullshit. Misogyny still visibly exists today and we are far from getting rid of it !!!   #AbanteBabae #LeniForPresident2022   #TheBestManForTheJobIsAWoman,Favor
Our unbothered queen and her team creating a beautiful new logo showing that they are indeed for the filipino people. The No. 2 in the polls/surveys is our true hope and light in these dark times. @lenirobredo #AbanteBabae #leniwanagsadilim  #ipanalona10parasalahat,Favor
WEAK MEN FEAR STRONG WOMEN!!!  #AbanteBabae #LeniLiwanagSaDilim,Favor
We’re about to make May 9 the new Women’s Day. MARK IT DOWN. #AbanteBabae #LeniRobredo2022,Favor
"Why do women always need to sacrifice? When in fact you said it out loud that women can't lead? C'mon. Give us a better argument. Y'all are showing the shady parts of yours. Too much drama for men, isn't it?   #abantebabae",Favor
"I assure you, this will just make Filipinos fight even harder.  #abantebabae #LeniwanagSaDilim",Favor
This gave me more reasons to sp Leni. VP Leni's victory is indeed a win against sexist and misogyny! #AbanteBabae,Favor
The boys are really threatened by an empowered woman #LeniLiwanagSaDilim  #SwitchToLeni  #AbanteBabae,Favor
"I mean, we know that they’ll not win, but at least they’d have our respect.   Threatened men will always choose pride than dignity.   #LeniForPresident2022  #LetLeniLead  #AbanteBabae  #10RobredoForPresident",Favor
"They fear strong, feisty, empowered, and persistent woman. You can never bring her down.  #LeniwanagSaDilim  #LeniForPresident2022  #AbanteBabae  #Fearless  #WithLeni",Favor
What that presscon proved: Men fear strong women. #AbanteBabae,Favor
I stand with VP Leni  @lenirobredo  #AbanteBabae,Favor
"Ladies, remember that we can always blaze a trail instead of going to the well-worn path of societal gender roles.  #BosesNgCOMMunidad #AbanteBabae",Favor
#AbanteBabae Force and dignity that many of men counterparts don't have.,Favor
The last man standing is the woman who stood in spite of it all! She is a strong woman who has overcome battles most can't imagine. #LeniKiko2022 #AbanteBabae,Favor
"No other candidate can do it like leni, I repeat. #abantebabae #TaoSaTaoParaKayRobredo",Favor
"serving the community.   Watch out  because hours from now , we will introduce to you two bizarre women in the field of COMMUNITY SERVICE!   #CommunityService #BabaeKaHindiBabaeLang #AbanteBabae #NationalWomensMonthCelebration2022",Favor
Happy National Women’s Month!  #TiffanyUy #BabaeKaHindiBabaeLang #AbanteBabae #NationalWomensMonthCelebration2022,Favor
Two women I look up to.   #TheFutureIsFemale #AbanteBabae,Favor
Walk for Leni-Kiko   #LetLeniKikoLead2022  #AbanteBabae,Favor
"To her, No crowd is too small or big. What matters is she knows how to lead.   #TarlacIsPink #AbanteBabae #LetLeniLead2022  #LetLeniKikoLead2022  #Leni2020 #WomenCanLead",Favor
no wonder i stanned her for several years! a true queen by heart!  #AbanteBabae #LeniRobredoForPresident,Favor
i am super duper proud of you hannah !!! we stan the right woman ! a woman who speaks and stands for the right   #PASIGLaban | #LeniKiko2022 | #PasigForLeniKiko | #AbanteBabae,Favor
THIS. IS. PRESIDENT. LENI. ROBREDO.  #KayLeniNaTayo  #PiliPinasDebates2022   #10RobredoForPresident,Favor
gorgeous gorgeous girls for leni   #AbanteBabae,Favor
VP LENI IS THE ONLY CHOICE!!!  #AngatAngBabae,Favor
Some people probably still can’t grasp the idea that a female politician has charisma #AbanteBabae,Favor
"Leni Robredo, first of her name, mother of PH, protector of the WPS, keeper of water, earth, and sea. Charot. #AbanteBabae #LetLeniKikoLead2022",Favor
We DESERVE Her. Philippines deserve Her.  #AbanteBabae  #LeniRobredo2022  #LeniRobredoForPresident  #LeniKikoAllTheWay,Favor
"Dear women and girls, remember: You are capable of a lot of things–just like this brave and brilliant legal icon of a woman! #AbanteBabae!",Favor
It's Leni-Sara for me! #abantebabae,Favor
Youth For Leni-Kiko - Candaba   #abantebabae  #LetLeniLead2022  #KulayRosasAngBukas,Favor
"“Women are agents of changes, drivers of progress and makers of peace.” – Hilary Clinton   #DermcareWeDoCare #AbanteBabae #WomensMonth #DermcareGorgeousWomen",Favor
"""We need to reshape our own perception of how we view ourselves (of how we view WOMEN).   We have to step up as WOMEN &amp; take the lead."""" - Beyoncè  #BreakTheBias #InternationalWomensMonth2022  #AbanteBabae  #BabaeKaHindiBabaeLang  #LeniIsMyPresident2022  #LeniKiko2022NonNegotiable",Favor
My President is Leni Robredo ! @ABSCBNNews @gmanews @rapplerdotcom @BomboRadyoNews @inquirerdotnet @DigicastNegros @visayanstar @P3PWD_PL @PhilstarNews @cnnphilippines @ANCALERTS,Favor
"This is leadership. She inspires us to be better! She gives us hope!  Tara, #IpanaloNa10To!  #AbanteBabae #TheFilipinoVotes #KulayRosasAngBukas  #BacolodIsPink",Favor
"If you don’t think the hate that Leni is getting for taking her heels off is a gender issue, then you’re too gender insensitive, probably a male chauvinist, or simply a victim of a patriarchal society. I’m sorry for you, but you need to see better.  #AbanteBabae",Favor
"I don't like women to be a leader,but i changed my mind set now! Women should be empower when she has an ability to lead the country and i believed in her advocacies...GO LENI for President...",Favor
It’s nice to know that most of my co-teachers are pro-Leni. So proud.  #LetLeniLead2022 #AbanteBabae #CaviteIsPink,Favor
"‘Cause if she was a man, then she’d be THE MAN  Going to sleep tonight with a lot of hope for the Philippines. Thank you, VP (soon-to-be Pres) Leni, for being the light that this country needs. #IpanaloNa10To #AbanteBabae #TheFutureisFemale #KulayRosasAngBukas",Favor
I'm proud of you during the debate! You nailed it. The presidency is indeed your destiny.  #AbanteBabae  #GobyernongTapatAngatBuhayLahat  #LetLeniLead,Favor
"Yep, she was bred for this, make no mistake.  #IpanaloNa10to #TheFutureisFemale #AbanteBabae #LeniForPresident2022",Favor
"This photo is a powerful reminder of what it looks like for women to take the lead.  Tonight, Pia Hontiveros and Pinky Webb were stellar in the way they didn’t pull any punches on ANY candidate.  And Leni Robredo proved why she deserves to be the 17th President of the Philippines",Favor
"A woman of substance is a woman of power, a woman of positive influence and a woman of meaning.  SHE IS MY PRESIDENT. OUR NEXT PRESIDENT @lenirobredo #AbanteBabae #10RobredoPresident #IpanaloNa10To",Favor
"After watching the 2022 CNN Presidential Debate, my top 3 are 1. Leni Robredo 2. Pinky Webb 3. Pia Hontiveros  #LeniAngatSaLahat #CNNPHPresidentialDebate #IpanaloNa10To",Favor
i believe we can make it #LetLeniKikoLead2022  #GobyernongTapatAngatBuhayLahat  #abantebabae,Favor
"Overheard someone saying she will never vote for Leni cos she's a girl. The Philippines needs a male president daw. I find it offensive, given that we're both women and she, surprisingly, does not feel like we can lead. I still believe that the #futureisfemale",Favor
The queen has spoken.  The last man standing will once again be a woman.  #abantebabae #futureisfemale #letlenilead #kulayrosasangbukas #angatbuhaylahat #LeniKiko2022 #LeniKikoTeam2022,Favor
"Leni Robredo, current VP of Philippines, is running for the country's highest position.   Before entering politics, she's already an excellent lawyer and a true public servant. SHE is what this country deserves.   Ipapanalo namin ito! #BabaeNaman #AbanteBabae #LetLeniLead",Favor
IF YOU WANT IT DONE RIGHT….LET A WOMAN DO IT,Favor
men are more confident but women are more competent #AbanteBabae #LetLeniLead,Favor
Guys. May presidential survey ang tangere. I suggest you download the app. And vote for Leni Robredo. Let's beat them at their own game.,Favor
Leni is memorable for all the right reasons and that's why she is my president. #AngatBuhayLahat(Gawa ni sir Marlon Rivera / Creatives for Leni)  HAIR FLIP LENI IS MY FAVE #KulayRosasAngBukas  #LeniKiko2022,Favor
"""I didn't like Leni at first, but after some facts and research were presented to me, I changed my mind. It is now clear who has the credibility to be the next president. Your ability to lead exceeds everyone's expectations. #AbanteBabae #LeniRobredo2022",Favor
You deserve to be here. You deserve to exist. You deserve to take up space in this world of men.   #KulayRosasAngBukas  #LetLeniLead #AbanteBabae,Favor
Pink fo a brighter future ahead. #KulayRosasAngBukas,Favor
"Each time a woman stands up for herself, without knowing it possibly, without claiming it, she stands up for all women.   #KulayRosasAngBukas  #LetLeniLead #AbanteBabae",Favor
"“We cannot stand silent doing nothing.” - Mayor Nora Modomo of Santa Ignacia, Tarlac supporting VP Leni. #LeniRobredo2022 #LeniKiko2022 #AngatBuhayLahat",Favor
You can't put a good woman down. #AbanteBabae #LeniWalangAatrasan,Favor
"“We need women who are so strong they can be gentle, so educated they can be humble, so fierce they can be compassionate, so passionate they can be rational, and so disciplined they can be free.” – Kavita Ramdas  #AbanteBabae  Good morning everyone",Favor
When life imitates art. This photo screams GIRL POWER! Ma'am Vice President @lenirobredo.  ARTWORK BY: Memoi Marzan. PHOTO TAKEN BY: Yours truly.  #AbanteBabae #BabaeAngSusunodNaMamumuno #LeniAngatSaLahat #LeniMatibay,Favor
What I'm doing is nothing in comparison to what she's done already. You're such an inspiration madame @lenirobredo Ilalaban ko po kayo!!! Laban Pilipinas!  #AbanteBabae  #DapatSiLeni,Favor
Fangirling moment. #abantebabae,Favor
"She's the best, She knew that Education can figure out Poverty.   #LeniAngatSaLahat  #AbanteBabae",Favor
"Women are saving this country, don't get in our way. #AbanteBabae #LeniAngatSaLahat  #LabanFilipinas",Favor
"By the time of the WC, I hope she's already our President  #AbanteBabae #LeniAngatSaLahat #LeniMatapang #LeniRobredo2022",Favor
Filipinas making history! ️ #AbanteBabae #LabanFilipinas,Favor
This is the ERA of the Filipino WOMAN. Nothing less than. #AbanteBabae,Favor
And VP Leni is next!!! #AbanteBabae #LeniMatapang,Favor
WOAH!!! Filipino women making the country proud once more! #AbanteBabae #LabanFilipinas,Favor
Let’s paint 2022 Pink!   #AbanteBabae #LabanFilipinas,Favor
 We will always win against a patriarchal male.   #TheFutureIsFemale  #AbanteBabae #LeniAngatSaLahat,Favor
"My mom smiled upon @lenirobredo’s statement: strength doesn’t pick a gender.  As a witness of her lack of self confidence since she’s the home maker, I hope she’s now realizing that we’re all successful because of her.  Leni Robredo, everyone. Abante Babae #AngatBuhayLahat",Favor
iloveyou @lenirobredo! #AbanteBabae #LetLeniLead,Favor
It's my pleasure to support a candidate that has lots of credentials and receipts.   #KulayRosasAngBukas #AngatBuhayLahat #KulayRosasAngBukasNgValenzuela #LetLeniLead2022 #ValenzuelaIsPink #YouthVoteForLeniKikoValenzuela #TaoSaTaoParaKayLeniRobredo #ValPINK #ValPINKinYourArea,Favor
"VP Leni Robredo says it all. A democratic country needs a TRANSPARENT GOVERNMENT! Pilipinas, Let’s turn the mantra #AngatBuhayLahat into reality this May 9th🇵🇭 Let’s G! #Ipana7oNa10to   #OnePinkMarch #BicolIsPink #NagaIsPink #OnePeoplesMarch #MakatiIsPink #KikoIsOurVP",Favor
"When your students in ethics take the lessons from the classroom out into the world, engaging people on the streets in pursuit of truth and hope, you know you have been heard. This is better than any exam I can give.  #LeniKiko2022  #Ipana7oNa10ParaSaLahat  #AngatBuhayLahat",Favor
I am voting for my future self!  #LeniKiko2022 #KulayRosasAngBukas #AngatBuhayLahat #IbotoNa10Pilipinas #IpanaloNa10ToParaSaLahat,Favor
 Leni is going to win. Won’t delete. Feel free to go back to this post,Favor
God Bless the Philippink. Our Vote is Our Future's Future #PHElection2022 #LeniKiko2022 #LeniForPresident2022 #KikoForVicePresident2022 #angatbuhaylahat #NagaisPink #KulayRosasAngBukas #IpanaloNa10To,Favor
"Why Leni Robredo ?  For undecided voters, you still have a few days before the election. Please vote wisely   #Route4LeniKiko  #LeniKiko2022  #AngatBuhayLahat  #LetLeniLead2022  #KulayRosasAngBukas #Ipana10NatinParaSaLahat",Favor
my baby girl and baby boy for leni-kiko!!   #AngatBuhayLahat #IpanaloNa10To,Favor
My Heart is so Happy  A solid BBM friend switched to Leni  #AngatBuhayLahat,Favor
About VP Leni Robredo and Senator Kiko Pangilinan !   #LeniKiko2022 #AngatBuhayLahat #LetLeniLead2022 #KulayRosasAngBukas #ENGENEsForLeniKiko #EngenesForLeni,Favor
voting for a woman who made me believe in building a future worth living in MANANALO TAYO  #LetLeniKikoLead #KulayRosasAngBukas #Ipana7oNa10ParaSaLahat #AngatBuhayLahat,Favor
Thanks again to the talented @ImNotJackAnuvo for this amazing art.  #LeniKiko2022  #TropangAngat #AngatBuhayLahat,Favor
"To those young individuals who are opressed, I hear you, and I honor you for standing with us.   SA GOBYERNONG TAPAT, ANGAT BUHAY LAHAT   #AngatBuhayLahat #LeniKikoAllTheWay #LeniLiwanagSaDilim #YouthForLeni",Favor
I am so happy to know that my mom and dad is actually for Leni-Kiko! I did not even need to convince them. They just said “why would we vote for someone with corrupt history” PS: I give up with my other brother who is for BBM-SARA.  #LetLeniKikoLead  #AngatBuhayLahat,Favor
I will be attending the ONE PINK MARCH tomorrow.  Ipanalo na na10 'to! #LeniKiko #AngatBuhayLahat  See you!,Favor
Woke up to 2 of my friends’ messages saying they are now switching to #LeniKiko2022. Maraming salamat sa pagtindig! What a great way to start my day! #Ipana7oNa10ParaSaLahat  #AngatBuhayLahat,Favor
Yengsters for Lenikiko  https://t.co/P2ewV5cyis  #LeniKikoAllTheWay  #LenSlide  #AngatBuhayLahat  #SaGobyernongTapatAngatBuhayLahat  #SiKikoAngManokKo,Favor
im telling you guys. leni and kiko are worth your votes. please please give them a chance. their track record can speak for themselves. attaching them below for your reference. you can ask me questions if you need to. #AngatBuhayLahat,Favor
Vote Leni Robredo for PRESIDENT Kiko Pangilinan for Vice PRESIDENT #GobyernongTapat #AngatbuhayLahat,Favor
We have the right to voice out about who we want to lead!  LET THE RIGHT LEADERS WIN!   VP LENI is my PRESIDENT! SENATOR KIKO is my VICE PRESIDENT! 🇵🇭  @lenirobredo  @kikopangilinan   #LeniKikoAllTheWay2022 #KulayRosasAngBukas #AngatBuhayLahat #IpanaloNa10To,Favor
"Some days I think about my mistake of voting for Duterte in 2016. When I heard about Leni and Kiko running together, I cried. I now have a chance to right that wrong. Now we have a fighting chance to vote for leaders who actually care.   #AngatBuhayLahat  #LeniKiko2022",Favor
Leni all the way  @BoniHighStreet   #AngatBuhayLahat  #LeniKikoAllTheWay2022,Favor
Law Students for Leni-Kiko!  #IpanaloNa10To #IpanaloNa10ParaSaLahat #LeniKiko2022 #LeniKikoAllTheWay #LeniForPresident2022 #Kakampink #AngatBuhayLahat,Favor
We make our stand clear – the right candidates are Vice President Leni Robredo for president and Senator Kiko Pangilinan for vice president!   Former Supreme Student Council Officers of Sta. Teresa College  #WeAreForEveryone  #AngatBuhayLahat #IpanaloNa10ParaSaLahat,Favor
I'm Digital Artist and i am for Leni Kiko!  #KulayPinkAngtommorrow #AngatBuhayLahat,Favor
Spidey is for Leni! #AngatBuhayLahat  #SpiderMan,Favor
It is no suprise to see a lot of people switching to Leni after knowing who she really is and the truth about the false accusations against her.    #LeniKikoAllTheWay2022 #LeniKiko2022 #IpanloNa10To #AngatBuhayLahat #KulayRosasAngBukas,Favor
For the maintenance and security staff of the areas around us. Our fam’s small way to support Leni and Kiko 💖  Fighting for good governance 💪🏻  #LetLeniLead #AngatBuhayLahat,Favor
Leni Robredo Presidential Address era   #IbotoNa10Pilipinas  #AngatBuhayLahat,Favor
Grabe ang saya huhu We were able to convince a friend to switch to Leni! from uniteam to kakampink! #LeniKikoAllTheWay2022 #IpanloNa10ToParaSaLahat  #AngatBuhayLahat,Favor
In a house of lbm's supporter I am campaigning for VP Leni Robredo and Sen. Kiko Pangilinan.   Thank u for my campaign materials bb @tyzkdlin  6 days before the election #IpanloNa10To #AngatBuhayLahat,Favor
good day everyone!! I have recently started a small business to incorporate my support with VP Leni as my next president.  To those who are interested kindly PM me for further details. ORDER NOW!! #LeniKiko2022 #AngatBuhayLahat #LeniKikoAllTheWay2022 #LeniLiwanagSaDilim,Favor
"May the fourth be with you. And the 9th, and the next 6 years. @lenirobredo @kikopangilinan   #LeniKiko2022  #LetLeniLead  #IsamaSiKiko #AngatBuhayLahat",Favor
"MY PARENTS FINALLY SWITCHED TO LENI, TOO. YASSSSS!!! #LeniKikoAllTheWay2022 #AngatBuhayLahat #KulayRosasAngBukas",Favor
Played badminton last night wearing my Leni-Kiko baller feeling inspired. Ayun win streak ako. Hahaha #LeniKikoAllTheWay #AngatBuhayLahat,Favor
THE FAMILY OF OUR LATE PRESIDENT MANUEL L. QUEZON is  endorsing VP Leni Robredo for President and Sen Kiko Pangilinan for Vice President along with their Senators! Mabuhay ang 🇵🇭! #LeniKiko2022 #AngatBuhayLahat #KulayRosasAngBukas,Favor
My first time attending a campaign rally and I’m having fun for sure it will be a great experience.  #KulayRosasAngBukas #AngatBuhayLahat  #LabanLeni2022  #LeniKiko2022 #10RobredoPresident #7KikoPangilinanVicePresident #IpanaloNa10To #BaguioIsPink #TakderKordi,Favor
I was about to order pandesal for my weekly supply when this came in. Perfect timing!   Just as it’s perfect time for VP Leni to be the next President   Thank you po sa nagbigay   #LetLeniLead   #AngatBuhayLahat,Favor
My father's attempt on convincing me to vote for BBM  Anak ng BBM Supporter for Leni #ArawNa10Ito #AngatBuhayLahat #10RobredoForPresident #LeniForPresident2022,Favor
 attended the pink rally here in siargao !! surfs up for leni #LeniKiko2022 #SurfsUpforLeni #AngatBuhayLahat #IpanloNa10ToParaSaLahat,Favor
Took a while..but.. VP Leni is my President. #AngatBuhayLahat  #GobyernongTapat,Favor
"Join us this afternoon at the Leni Kiko Volunteer Center, Katipunan Avunue !!!! #LeniKiko2022  #thecompanysingers  #AngatBuhayLahat",Favor
"UP did the 'impossible': beat ruling Ateneo. In a few days, Leni will do the same. Leni will be our president. #IpanloNa10To #LeniRobredo2022 #AngatBuhayLahat #UPFight #UPMBT",Favor
Leni! Kiko!  #AngatBuhayLahat  #LeniKikoAllTheWay  #LeniKiko2022,Favor
It's a wonderful experience to participate in the movement for good governance~ THANK YOU KPOP STANS FOR LENI FOR THIS EVENT!  #KFiesta @KPOPSTANS4LENI #ATINY #ORBIT #ATEEZ #LOONA #LeniKikoAllTheWay2022 #KulayRosasAngBukas #AngatBuhayLahat,Favor
BIRTH MONTH!  My birthday wish: PRESIDENT @lenirobredo  VICE PRESIDENT @kikopangilinan   That’s it! Let’s make it happen! #LeniKiko2022 #GobyernongTapat #AngatBuhayLahat,Favor
"Little did I know that it would get far worse, but also how much hope would return in the form of multiple shades of pink.   Even with hope so close, we can’t afford complacency. Let’s keep going. Para sa bayan, para sa ating lahat. #LeniKikoAllTheWay #AngatBuhayLahat",Favor
"Our VP is not from a political family. We are not the same. We are not part of a political dynasty, but we share the SAME dream for our country — #AngatBuhayLahat #HelloPagkainGoodbyeGutom",Favor
"If u trust VP Leni for PRESIDENT, then trust her too for choosing KIKO PANGILINAN as her VICE PRESIDENT. And if trully in ur heart, gusto mo ng pagbabago, go for the #GobyernongTapat #AngatBuhayLahat team #LeniKikoAllTheWay #TROPA",Favor
Damn! This is  MY PRESIDENT @lenirobredo and I will never ever be ashame that I'm going to vote for her.  #10RobredoForPresident  #7KikoPangilinanVicePresident  #TropangAngatAllTheWay  #AngatBuhayLahat  #IpanloNa10ParaSaLahat  #proudkakampink,Favor
this clearly states that vp leni is not after the power but her passion to serve  #AngatBuhayLahat  #LeniKikoAllTheWay2022,Favor
We deserve a better future.  We deserve good governance that actually cares about its people. We deserve a leader that is for the people.  We need President Leni Robredo and  Vice President Kiko Pangilinan  #LeniKikoAllTheWay2022 #IpanloNa10ToParaSaLahat #AngatBuhayLahat,Favor
We deserve a better future.  We deserve good governance that actually cares about its people. We deserve a leader that is for the people.  We need President Leni Robredo and  Vice President Kiko Pangilinan  #LeniKikoAllTheWay2022 #IpanloNa10ToParaSaLahat #AngatBuhayLahat,Favor
I choose you @lenirobredo  &amp; @kikopangilinan   10 days to go Mas bubuhos pa ang suporta para sa #MagandangBukas  . #AngatBuhayLahat  #RosasAngKulayNgBukas  #IpanaloNa10To #LeniKiko2022  #LeniKikoAllTheWay2022,Favor
